40.000000	-nan
40.030000	-nan
40.060000	-nan
40.090000	-nan
40.120000	-nan
40.150000	-nan
40.180000	-nan
40.210000	-nan
40.240000	-nan
40.270000	-nan
40.300000	-nan
40.330000	-nan
40.360000	-nan
40.390000	-nan
40.420000	-nan
40.450000	-nan
40.480000	-nan
40.510000	-nan
40.540000	-nan
40.570000	-nan
40.600000	-nan
40.630000	-nan
40.660000	-nan
40.690000	-nan
40.720000	-nan
40.750000	-nan
40.780000	-nan
40.810000	-nan
40.840000	-nan
40.870000	-nan
40.900000	-nan
40.930000	-nan
40.960000	-nan
40.990000	-nan
41.020000	-nan
41.050000	-nan
41.080000	-nan
41.110000	-nan
41.140000	-nan
41.170000	-nan
41.200000	-nan
41.230000	-nan
41.260000	-nan
41.290000	-nan
41.320000	-nan
41.350000	-nan
41.380000	-nan
41.410000	-nan
41.440000	-nan
41.470000	-nan
41.500000	-nan
41.530000	-nan
41.560000	-nan
41.590000	-nan
41.620000	-nan
41.650000	-nan
41.680000	-nan
41.710000	-nan
41.740000	-nan
41.770000	-nan
41.800000	-nan
41.830000	-nan
41.860000	-nan
41.890000	-nan
41.920000	-nan
41.950000	-nan
41.980000	-nan
42.010000	-nan
42.040000	-nan
42.070000	-nan
42.100000	-nan
42.130000	-nan
42.160000	-nan
42.190000	-nan
42.220000	-nan
42.250000	-nan
42.280000	-nan
42.310000	-nan
42.340000	-nan
42.370000	-nan
42.400000	-nan
42.430000	-nan
42.460000	-nan
42.490000	-nan
42.520000	-nan
42.550000	-nan
42.580000	-nan
42.610000	-nan
42.640000	-nan
42.670000	-nan
42.700000	-nan
42.730000	-nan
42.760000	-nan
42.790000	-nan
42.820000	-nan
42.850000	-nan
42.880000	-nan
42.910000	-nan
42.940000	-nan
42.970000	-nan
